beer_beerid,brewery_id,brewery_name,beer_style,beer_name,beer_abv
60034,13307,Mikkeller ApS,American Pale Ale (APA),Yeast Series: American-Style,8.0
60173,13307,Mikkeller ApS,American Double / Imperial Stout,Beer Geek Breakfast (Speyside Edition),7.5
60436,13307,Mikkeller ApS,American Double / Imperial Stout,Viktoria,8.8
60438,13307,Mikkeller ApS,English Barleywine,Big V,15.0
60646,13307,Mikkeller ApS,American Double / Imperial Stout,Beer Geek Breakfast (Bourbon Edition),10.7
60654,13307,Mikkeller ApS,American Strong Ale,Drikkeriget CASA,9.3
60757,13307,Mikkeller ApS,American Porter,Texas Ranger (Chipotle Porter) - Bourbon Barrel Aged,6.6
61135,13307,Mikkeller ApS,American Double / Imperial IPA,1000 IBU - Barrel Aged,9.6
61827,13307,Mikkeller ApS,Lambic - Fruit,Cherry Alive,9.0
62095,13307,Mikkeller ApS,Bock,Bocky Vuur & Vlam Tribute,6.9
62606,13307,Mikkeller ApS,American Double / Imperial Stout,Beer Geek Brunch Weasel (Bourbon Edition),12.7
63156,13307,Mikkeller ApS,Fruit / Vegetable Beer,Ris A La M'ale,8.0
63181,13307,Mikkeller ApS,Russian Imperial Stout,Black Hole (Cognac Edition),13.1
63182,13307,Mikkeller ApS,Russian Imperial Stout,Black Hole (White Wine Edition),13.1
63588,13307,Mikkeller ApS,Belgian Strong Dark Ale,Santa's Little Helper 2010,10.9
64033,13307,Mikkeller ApS,Baltic Porter,Fra Via Til (From Via To),8.0
64570,13307,Mikkeller ApS,Belgian Strong Dark Ale,Santa's Little Helper 2009 Barrel Aged,11.0
65151,13307,Mikkeller ApS,American Double / Imperial Stout,George! Bourbonfadlagret,12.12
65674,13307,Mikkeller ApS,American IPA,Koppi Coffee IPA,6.9
65814,13307,Mikkeller ApS,American IPA,Bravo Single Hop IPA,6.8
65815,13307,Mikkeller ApS,Baltic Porter,Fra Via Til (From Via To) Bourbon Barrel Aged,8.0
65816,13307,Mikkeller ApS,Belgian Strong Dark Ale,Santa's Little Helper 2010 - Rum Barrel Aged,10.9
65874,13307,Mikkeller ApS,American Barleywine,Big Worse (Bourbon Edition),12.0
65908,13307,Mikkeller ApS,American Pale Lager,Awesomesauce (Burger & Bun L.A. Lager),5.0
65911,13307,Mikkeller ApS,Lambic - Fruit,Vesterbro Framboos Lambic,6.0
65912,13307,Mikkeller ApS,Lambic - Fruit,Vesterbro Cassis Lambic,6.0
66176,13307,Mikkeller ApS,American Barleywine,Big Worse (Red Wine Edition),12.0
66374,13307,Mikkeller ApS,American IPA,Mt. Hood Single Hop IPA,6.8
66497,13307,Mikkeller ApS,Tripel,Belgian Tripel,9.0
66819,13307,Mikkeller ApS,American Pale Lager,LA Lager,5.0
67982,13307,Mikkeller ApS,Lambic - Fruit,Spontankriek,7.7
67995,13307,Mikkeller ApS,American Wild Ale,Sur Munk,9.99
68159,13307,Mikkeller ApS,Belgian Strong Dark Ale,Drink Your Sorrows Away,11.99
68323,13307,Mikkeller ApS,American Wild Ale,It's Alive Hvidvinsfadlagret,9.0
68582,13307,Mikkeller ApS,Lambic - Fruit,Spontanframboos,7.7
69543,13307,Mikkeller ApS,American Double / Imperial Stout,Shaun B-day (Hill Farmstead 1st Anniversary) Imperial Stout,9.5
69897,13307,Mikkeller ApS,American IPA,Super Galena Single Hop IPA,6.8
69898,13307,Mikkeller ApS,American IPA,Galena Single Hop IPA,6.8
69899,13307,Mikkeller ApS,American IPA,Citra Single Hop IPA,6.9
70005,13307,Mikkeller ApS,American IPA,Columbus Single Hop IPA,6.9
70007,13307,Mikkeller ApS,American IPA,Magnum Single Hop IPA,6.8
70010,13307,Mikkeller ApS,American IPA,Sorachi Ace Single Hop IPA,6.8
70064,13307,Mikkeller ApS,American IPA,Tettnanger Single Hop IPA,6.8
70065,13307,Mikkeller ApS,American IPA,Willamette Single Hop IPA,6.8
70133,13307,Mikkeller ApS,American IPA,Cluster Single Hop IPA,6.9
70134,13307,Mikkeller ApS,American IPA,Palisade Single Hop IPA,6.8
70195,13307,Mikkeller ApS,American IPA,Challenger Single Hop IPA,6.8
70609,13307,Mikkeller ApS,Russian Imperial Stout,Black Hole Barrel Aged Edition Tequila,13.1
70667,13307,Mikkeller ApS,American Wild Ale,Nelson Alive!,8.0
70728,13307,Mikkeller ApS,American Pale Wheat Ale,Drink'in The Sun 11,2.4
70739,13307,Mikkeller ApS,American Double / Imperial IPA,Anniversary Ed. 1 Vesterbro IIIPA,11.0
71014,13307,Mikkeller ApS,American Pale Ale (APA),Hop Bomb Challenge,6.0
71015,13307,Mikkeller ApS,American Amber / Red Ale,Kihoshk F’all Thørsth,5.0
71161,13307,Mikkeller ApS,Lambic - Fruit,Sour Bitch,7.7
71604,13307,Mikkeller ApS,American IPA,Thørsth Bonanza,5.0
72372,13307,Mikkeller ApS,American Pale Ale (APA),A Pale Ale,6.0
72374,13307,Mikkeller ApS,American Double / Imperial IPA,Simcoe Single Hop Imperial IPA,10.9
72377,13307,Mikkeller ApS,American Stout,Vesterbro Kaffestout,7.0
72378,13307,Mikkeller ApS,American Pale Ale (APA),1000 IBU Light,4.9
72687,13307,Mikkeller ApS,American Pale Ale (APA),Exotic Punch,5.0
73282,13307,Mikkeller ApS,Saison / Farmhouse Ale,Gypsy Juice,8.5
73333,13307,Mikkeller ApS,Lambic - Fruit,Spontancassis,7.7
73429,13307,Mikkeller ApS,American Wild Ale,Stella 2 - Festival Special Edition 2011,8.4
73438,13307,Mikkeller ApS,Lambic - Fruit,Spontancranberry,7.7
73442,13307,Mikkeller ApS,Lambic - Fruit,Spontanredcurrant,7.7
73518,13307,Mikkeller ApS,American Double / Imperial Stout,Abel,11.5
73550,13307,Mikkeller ApS,American IPA,Invasion IPA,7.0
73554,13307,Mikkeller ApS,Baltic Porter,Fra Via Til Bourbon (Duplicate #2),8.0
73555,13307,Mikkeller ApS,Belgian Strong Dark Ale,Santa’s Little Helper 2010 - Rum Barrel Aged,10.9
74277,13307,Mikkeller ApS,Belgian Pale Ale,Nelson Sauvin Brut,9.0
74711,13307,Mikkeller ApS,Lambic - Fruit,Spontangrape,7.7
75099,13307,Mikkeller ApS,Fruit / Vegetable Beer,KIIN KIIN,5.0
75138,13307,Mikkeller ApS,Witbier,Vesterbro Toilet Bajer,6.0
75196,13307,Mikkeller ApS,Belgian Strong Dark Ale,Santa's Little Helper 2011,10.9
75354,13307,Mikkeller ApS,American Porter,Porter,8.0
75631,13307,Mikkeller ApS,Baltic Porter,Fra Via Til Bourbon (Duplicate),8.0
75685,13307,Mikkeller ApS,Keller Bier / Zwickel Bier,Wet Hop Kellerbier / Fresh Hop Kellerbier,5.5
75815,13307,Mikkeller ApS,American Porter,Texas Ranger (Chipotle Porter) - Speyside Barrel Aged,6.6
75828,13307,Mikkeller ApS,American Double / Imperial IPA,Hoppy Lovin' Christmas,7.8
76399,13307,Mikkeller ApS,Baltic Porter,Til Fra Via (To From Via),8.0
76552,13307,Mikkeller ApS,American Amber / Red Ale,Moonlight/Mikkeller The Bug Hunt,6.5
76894,13307,Mikkeller ApS,Herbed / Spiced Beer,The Big Hunt,6.5
77043,13307,Mikkeller ApS,Weizenbock,Weizenbock,8.5
77112,13307,Mikkeller ApS,American Porter,Texas Ranger - Brandy Barrel Aged With Vanilla-beans And Cocoa-beans,6.6
31545,13371,Voodoo Brewing Company,Tripel,Gran Met,10.5
31546,13371,Voodoo Brewing Company,Belgian Strong Pale Ale,Voodoo Love Child,10.5
31547,13371,Voodoo Brewing Company,American Double / Imperial Stout,Black Magick,15.0
31548,13371,Voodoo Brewing Company,American Double / Imperial Stout,Big Black Voodoo Daddy,12.5
31549,13371,Voodoo Brewing Company,Keller Bier / Zwickel Bier,PILZILLA,6.7
31550,13371,Voodoo Brewing Company,Witbier,White Magic Of The Sun,6.75
31551,13371,Voodoo Brewing Company,American Brown Ale,Wynona's Big Brown Ale,7.3
38805,13371,Voodoo Brewing Company,American IPA,4 Seasons IPA,8.0
51442,13371,Voodoo Brewing Company,American IPA,Got Gas? Nitro IPA,7.0
54620,13371,Voodoo Brewing Company,Milk / Sweet Stout,Cowbell Imperial Oatmeal Milk Stout,8.5
59061,13371,Voodoo Brewing Company,Saison / Farmhouse Ale,Jungle De Rus (Stillwater / Voodoo Collaboration),8.3
70022,13371,Voodoo Brewing Company,Eisbock,Trapped Under Eisbock,14.0
71116,13371,Voodoo Brewing Company,American Strong Ale,Black Strap,9.0
74347,13371,Voodoo Brewing Company,Pumpkin Ale,Headless Horseman,8.5
34306,15237,De Struise Brouwers,Quadrupel (Quad),Pannepot,10.0
34307,15237,De Struise Brouwers,American Amber / Red Ale,Struise Rosse,6.0
34308,15237,De Struise Brouwers,Witbier,Struise Witte,5.0
34309,15237,De Struise Brouwers,Belgian Pale Ale,Struise Kloeke Blonde,6.0
34310,15237,De Struise Brouwers,Belgian Strong Pale Ale,Struise Tsjeeses,10.0
34311,15237,De Struise Brouwers,Flanders Oud Bruin,Aardmonnik - Earthmonk,8.0
34312,15237,De Struise Brouwers,Quadrupel (Quad),Pannepot Reserva,10.0
36198,15237,De Struise Brouwers,Quadrupel (Quad),Pannepøt - Old Monk's Ale,10.0
38334,15237,De Struise Brouwers,Russian Imperial Stout,Black Albert,13.0
39379,15237,De Struise Brouwers,American Double / Imperial IPA,Struise Mikkeller (Elliot Brew),9.0
40465,15237,De Struise Brouwers,Belgian Strong Pale Ale,Struise New Years Blonde,10.0
41010,15237,De Struise Brouwers,American Wild Ale,Struiselensis,7.0
41690,15237,De Struise Brouwers,Quadrupel (Quad),Pannepot Grand Reserva,10.0
44910,15237,De Struise Brouwers,Lambic - Unblended,Dirty Horse,7.0
45066,15237,De Struise Brouwers,American Porter,Black Jack,7.0
46850,15237,De Struise Brouwers,Belgian Strong Pale Ale,Struise Tsjeeses Reserva,10.0
47053,15237,De Struise Brouwers,Belgian Pale Ale,Moeder Lambik Blond,5.5
47100,15237,De Struise Brouwers,Russian Imperial Stout,Cuvee Delphine,13.0
47590,15237,De Struise Brouwers,Belgian Pale Ale,Cuvee Mon Bijou,6.0
48352,15237,De Struise Brouwers,Lambic - Fruit,Struise Alvinne Keralensis,6.0
48356,15237,De Struise Brouwers,Belgian Strong Pale Ale,Schommelpeird,12.0
48358,15237,De Struise Brouwers,Herbed / Spiced Beer,Besty,10.0
48378,15237,De Struise Brouwers,American Barleywine,Struise / Pipeworks Xenophon's Wine,11.0
48405,15237,De Struise Brouwers,Russian Imperial Stout,Black Damnation,13.0
52576,15237,De Struise Brouwers,Belgian Pale Ale,Den Grooten Tocht,6.0
53874,15237,De Struise Brouwers,Doppelbock,Doppel Strauss,8.0
55554,15237,De Struise Brouwers,American Double / Imperial Stout,Black Damnation II - Mocha Bomb,12.0
56774,15237,De Struise Brouwers,American Double / Imperial Stout,Black Damnation III - Black Mes,13.0
56775,15237,De Struise Brouwers,American Double / Imperial Stout,Black Damnation IV - Coffee Club,13.0
56780,15237,De Struise Brouwers,Quadrupel (Quad),Pannepot Wild,10.0
58119,15237,De Struise Brouwers,Belgian Dark Ale,Red Haired Jeanne (Roste Jeanne),7.0
58905,15237,De Struise Brouwers,Quadrupel (Quad),St. Amatus 12,10.5
59359,15237,De Struise Brouwers,Belgian Dark Ale,Moeder Lambik Amber,5.0
59378,15237,De Struise Brouwers,Flanders Oud Bruin,Aardmoker - Earthmallet,16.0
62070,15237,De Struise Brouwers,Belgian IPA,Ignis Et Flamma,7.0
66572,15237,De Struise Brouwers,Belgian Strong Dark Ale,Outblack,10.0
66623,15237,De Struise Brouwers,Belgian IPA,Svea IPA,7.0
70632,15237,De Struise Brouwers,American Black Ale,Black Damnation VIII - S.H.I.T.,12.0
73449,15237,De Struise Brouwers,American Stout,Black Damnation VII - Single Black (DUPLICATE),2.0
73451,15237,De Struise Brouwers,American Stout,Black Damnation VII - Single Black,2.0
73488,15237,De Struise Brouwers,American Double / Imperial IPA,Shark Pants,9.0
75316,15237,De Struise Brouwers,Quadrupel (Quad),Pannepot Special Reserve,10.0
76033,15237,De Struise Brouwers,American Blonde Ale,Motuecha,5.0
38347,15732,Le Saint-Bock Brasserie Artisanale Inc.,English Brown Ale,Saint-Bock Brown Ale Aux Omega-3,6.0
42439,15732,Le Saint-Bock Brasserie Artisanale Inc.,English Pale Ale,Tentations,5.0
42786,15732,Le Saint-Bock Brasserie Artisanale Inc.,Milk / Sweet Stout,Malédiction,5.0
42787,15732,Le Saint-Bock Brasserie Artisanale Inc.,American IPA,T'amère,5.0
43578,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Barleywine,13th Commandment,10.5
44970,15732,Le Saint-Bock Brasserie Artisanale Inc.,Herbed / Spiced Beer,Gummy Beer,5.0
44971,15732,Le Saint-Bock Brasserie Artisanale Inc.,Scottish Gruit / Ancient Herbed Ale,La Vierge,6.5
44972,15732,Le Saint-Bock Brasserie Artisanale Inc.,Oatmeal Stout,L'Ange Noir,5.0
44973,15732,Le Saint-Bock Brasserie Artisanale Inc.,American IPA,Calice,6.0
45000,15732,Le Saint-Bock Brasserie Artisanale Inc.,Witbier,Pénitente,5.0
47555,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Porter,Guerison Porter,5.0
54577,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Porter,R.I.P.,14.5
55526,15732,Le Saint-Bock Brasserie Artisanale Inc.,Doppelbock,Centurion,11.5
55784,15732,Le Saint-Bock Brasserie Artisanale Inc.,English Barleywine,Enigma,13.0
57720,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Black Ale,666.0,6.6
58614,15732,Le Saint-Bock Brasserie Artisanale Inc.,Wheatwine,Le Prophètie,8.0
59515,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Wild Ale,Apocalypse,9.9
64388,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Double / Imperial Stout,R.I.P Ultime,15.0
64389,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Double / Imperial Stout,Sacrilège,16.0
70650,15732,Le Saint-Bock Brasserie Artisanale Inc.,Witbier,Chérubin,4.5
70652,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Double / Imperial IPA,Unbinilium,9.2
71170,15732,Le Saint-Bock Brasserie Artisanale Inc.,Scotch Ale / Wee Heavy,Redemption,8.1
72344,15732,Le Saint-Bock Brasserie Artisanale Inc.,American Double / Imperial IPA,Black Jesus,9.3
39435,16315,BrewDog,American IPA,Punk IPA,6.0
39689,16315,BrewDog,Extra Special / Strong Bitter (ESB),The Physics,5.0
39758,16315,BrewDog,American Pale Lager,Hop Rocker,5.5
41505,16315,BrewDog,American Double / Imperial IPA,Hardcore IPA,9.0
41635,16315,BrewDog,American Double / Imperial Stout,Rip Tide,8.0
41670,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Islay (Batch 009) - Ardbeg,10.0
41677,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Grain (Batch 007) - Carsebridge 1963,10.0
41680,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Speyside (Batch 005) - Glen Moray 1992,10.0
41777,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Islay (Batch 008) - Bowmore 1987,10.0
41820,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Islay (Batch 006) - Duncan Taylor & Co Caol Ila 1996,10.0
42059,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Grain (Batch 002) - Duncan Taylor & Co Invergordon 1965,10.0
42286,16315,BrewDog,American Double / Imperial IPA,Storm (Islay Whisky Cask Aged IPA),8.0
43894,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Glen Grant (Batch 003),10.0
44026,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Speyside (Batch 011) - 1987 Macallan Sherry Cask,10.0
44484,16315,BrewDog,American Double / Imperial Stout,Tokyo,12.0
45833,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Grain (Batch 013) - Port Dundas 1966,10.0
46718,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Isle Of Arran (Batch 016),10.0
46772,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Islay (Batch 001) - Duncan Taylor & Co Caol Ila 1996,10.0
46773,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Speyside (Batch 010) - Smokehead,10.0
47238,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Smokehead (Batch 015) - Smokehead,10.0
47395,16315,BrewDog,American Strong Ale,Speedball,7.8
47777,16315,BrewDog,English Pale Ale,Trashy Blonde,4.1
48058,16315,BrewDog,Euro Pale Lager,Cult Lager,5.4
48274,16315,BrewDog,Herbed / Spiced Beer,Dogma,7.8
48861,16315,BrewDog,Schwarzbier,Zeitgeist,4.9
48862,16315,BrewDog,American Double / Imperial Stout,Coffee Imperial Stout,9.5
48864,16315,BrewDog,English Dark Mild Ale,Edge,2.7
48865,16315,BrewDog,English Barleywine,Devine Rebel,12.5
48867,16315,BrewDog,American Double / Imperial Stout,Raspberry Imperial Stout,10.0
48868,16315,BrewDog,American Double / Imperial IPA,Zephyr,13.0
49766,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Springbank (Batch 017),10.0
49769,16315,BrewDog,English India Pale Ale (IPA),Chaos Theory,7.1
51061,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Longrow (Batch 018),10.0
51580,16315,BrewDog,English India Pale Ale (IPA),Atlantic IPA,8.5
51581,16315,BrewDog,English Dark Mild Ale,How To Disappear Completely,3.5
52732,16315,BrewDog,American IPA,Punk Monk,6.0
52818,16315,BrewDog,German Pilsener,77 Lager,4.9
53388,16315,BrewDog,American Black Ale,Bashah,8.6
54530,16315,BrewDog,English Pale Ale,Movember,4.5
55191,16315,BrewDog,American Amber / Red Ale,5 A.M. Saint,5.0
57239,16315,BrewDog,American Stout,Black Dog,5.5
57576,16315,BrewDog,Quadrupel (Quad),Abstrakt AB:01,10.2
58604,16315,BrewDog,American Strong Ale,Shark,10.0
59128,16315,BrewDog,Fruit / Vegetable Beer,Prototype 27,9.3
59619,16315,BrewDog,Saison / Farmhouse Ale,TM 10,5.5
59713,16315,BrewDog,American Amber / Red Ale,Alpha Dog,4.5
61022,16315,BrewDog,Russian Imperial Stout,Brewdog Paradox Islay (Batch 004) - Duncan Taylor Bowmore 1968,10.0
61128,16315,BrewDog,American Double / Imperial IPA,I Hardcore You,9.5
62052,16315,BrewDog,German Pilsener,"77 Lager (3,4%)",3.4
62385,16315,BrewDog,American Double / Imperial Stout,Abstrakt AB:04,15.0
62463,16315,BrewDog,American Blonde Ale,"Trashy Blonde (3,4%)",3.4
64051,16315,BrewDog,Herbed / Spiced Beer,There Is No Santa,4.7
64154,16315,BrewDog,American Double / Imperial IPA,Hardcore IPA (2nd Ed. 9.2%),9.2
64359,16315,BrewDog,American Black Ale,Bashah Highland Park And Black Raspberry Reserve,8.7
64453,16315,BrewDog,English Barleywine,Devine Rebel Mortlach Reserve 2008,12.5
64656,16315,BrewDog,Fruit / Vegetable Beer,Abstrakt AB:03,10.5
65902,16315,BrewDog,Baltic Porter,Alice Porter,6.2
66683,16315,BrewDog,American IPA,Punk IPA (5.6%),5.6
66710,16315,BrewDog,Russian Imperial Stout,Abstrakt AB:05,12.5
66808,16315,BrewDog,English India Pale Ale (IPA),Bramling X (IPA Is Dead),7.5
66809,16315,BrewDog,English India Pale Ale (IPA),Citra (IPA Is Dead),7.5
66810,16315,BrewDog,English India Pale Ale (IPA),Sorachi Ace (IPA Is Dead),7.5
66826,16315,BrewDog,English India Pale Ale (IPA),Nelson Sauvin (IPA Is Dead),7.5
67199,16315,BrewDog,American Double / Imperial IPA,"Hello, My Name Is Ingrid",8.2
68125,16315,BrewDog,English Pale Ale,Growler,4.5
68151,16315,BrewDog,American Double / Imperial IPA,Tesco Finest American Double IPA,9.2
68197,16315,BrewDog,American Double / Imperial Pilsner,Avery Brown Dredge,7.5
68511,16315,BrewDog,American Barleywine,BrewDog / Three Floyds Bitch Please,11.5
69040,16315,BrewDog,American IPA,Royal Virility Performance,7.5
69466,16315,BrewDog,American Black Ale,Abstrakt AB:06,11.2
70598,16315,BrewDog,Witbier,Imperial Wheat,10.27
72771,16315,BrewDog,Fruit / Vegetable Beer,Prototype 17,4.7
73064,16315,BrewDog,American Black Ale,Bashah Imperial Tayberry Reserve,8.9
74162,16315,BrewDog,American Amber / Red Ale,Hops Kill ?,7.8
74470,16315,BrewDog,American IPA,Sunk Punk,7.1
75085,16315,BrewDog,Russian Imperial Stout,Old World Russian Imperial Stout,8.2
75262,16315,BrewDog,Foreign / Export Stout,Mr. Miagi's Wasabi Stout,7.2
75710,16315,BrewDog,American Double / Imperial Stout,BrewDog Paradox Smokehead (Batch 010),10.0
76026,16315,BrewDog,English India Pale Ale (IPA),Old World India Pale Ale,7.5
76095,16315,BrewDog,English Porter,Christmas Porter,6.2
76464,16315,BrewDog,Scotch Ale / Wee Heavy,Scotch Ale,7.5
76502,16315,BrewDog,Scotch Ale / Wee Heavy,Abstrakt AB:07,12.5
59722,16594,LagerHaus Grill & Brewery,Lambic - Fruit,Wildberry Lambic,15.0
59727,16594,LagerHaus Grill & Brewery,Hefeweizen,Fischer Hefeweizen,5.4
59728,16594,LagerHaus Grill & Brewery,American IPA,Cattail Pale,6.4
59753,16594,LagerHaus Grill & Brewery,English Strong Ale,Flying Gator,6.8
64728,16594,LagerHaus Grill & Brewery,American Strong Ale,George Washington's Own,7.0
74001,16594,LagerHaus Grill & Brewery,Berliner Weissbier,Berliner Kirsch,4.6
74003,16594,LagerHaus Grill & Brewery,Belgian Strong Dark Ale,Franziscus Quadruple,12.0
74005,16594,LagerHaus Grill & Brewery,Flanders Oud Bruin,Madame Pompadour,9.0
74006,16594,LagerHaus Grill & Brewery,Lambic - Fruit,Cherry Lambic,11.0
74496,16594,LagerHaus Grill & Brewery,Euro Dark Lager,The Old Porch Dog,6.4
56425,22202,Element Brewing Company,American Amber / Red Ale,Red Giant,8.0
58246,22202,Element Brewing Company,English Strong Ale,Extra Special Oak (ESO),7.75
58887,22202,Element Brewing Company,American Black Ale,Dark Element,8.0
62012,22202,Element Brewing Company,Märzen / Oktoberfest,Altoberfest,7.0
63094,22202,Element Brewing Company,Tripel,Brix,11.5
64488,22202,Element Brewing Company,American Black Ale,6:56 (2010),15.0
67725,22202,Element Brewing Company,Wheatwine,Vernal,9.2
69030,22202,Element Brewing Company,American Double / Imperial Pilsner,Summer Pilsner Fusion,8.8
75782,22202,Element Brewing Company,Herbed / Spiced Beer,Winter Ion,8.5
76407,22202,Element Brewing Company,American Amber / Red Ale,6:56 (2011),13.0
